Dataset_name,Common_name,Group,Body_mass_kg,Axial_diameter_mm,SVL_mm,Trans_diameter_mm,Cornea_diameter_mm,Reference,VertLife_name,VertLife_basetree,TimeTree_tiplabel,TimeTree_genus_sub
Lobotes surinamensis,,Fishes (Actinopterygii),235.4,NA,NA,9.466666667,NA,Schmitz et al. 2013,,,NA,Lobotes_pacificus
Lophiidae indet.,,Fishes (Actinopterygii),115.2666667,NA,NA,10.26666667,NA,Schmitz et al. 2013,,,NA,
Lutjanidae indet.,,Fishes (Actinopterygii),10.55,NA,NA,8,NA,Schmitz et al. 2013,,,NA,
Luvaridae indet.,,Fishes (Actinopterygii),275.85,NA,NA,14.65,NA,Schmitz et al. 2013,,,NA,
Lycodes pacificus,,Fishes (Actinopterygii),11,NA,NA,8.65,NA,Schmitz et al. 2013,,,NA,Lycodes_diapterus
Macroramphosus scolopax,,Fishes (Actinopterygii),14.31666667,NA,NA,9.1,NA,Schmitz et al. 2013,,,Macroramphosus_scolopax,
Malacocottus kincaidi,,Fishes (Actinopterygii),60.4,NA,NA,12,NA,Schmitz et al. 2013,,,NA,Malacocottus_zonurus
Melanocetus johnsonii,,Fishes (Actinopterygii),21.33333333,NA,NA,1.166666667,NA,Schmitz et al. 2013,,,Melanocetus_johnsonii,
Melanonus zugmayeri,,Fishes (Actinopterygii),20.5,NA,NA,6.45,NA,Schmitz et al. 2013,,,NA,
Melanotaenia affinis,,Fishes (Actinopterygii),22,NA,NA,6.45,NA,Schmitz et al. 2013,,,Melanotaenia_affinis,
Mene maculata,,Fishes (Actinopterygii),17.3,NA,NA,8,NA,Schmitz et al. 2013,,,Mene_maculata,
Merluccius gayi,,Fishes (Actinopterygii),45.2,NA,NA,9.9,NA,Schmitz et al. 2013,,,Merluccius_gayi,
Microgadus proximus,,Fishes (Actinopterygii),29.5,NA,NA,8.975,NA,Schmitz et al. 2013,,,Microgadus_proximus,
Monacanthus hispidus,,Fishes (Actinopterygii),20.6,NA,NA,8.283333333,NA,Schmitz et al. 2013,,,Stephanolepis_hispidus,
Monocanthus mylii,,Fishes (Actinopterygii),70.8,NA,NA,10.05,NA,Schmitz et al. 2013,,,Monacanthus_chinensis,
Monocentris japonica,,Fishes (Actinopterygii),88.46666667,NA,NA,12.9,NA,Schmitz et al. 2013,,,Monocentris_japonicus,
Monodactylus argenteus,,Fishes (Actinopterygii),5,NA,NA,6.4,NA,Schmitz et al. 2013,,,Monodactylus_argenteus,
Monopterus albus,,Fishes (Actinopterygii),34.9,NA,NA,1.6,NA,Schmitz et al. 2013,,,Monopterus_albus,
Mora moro,,Fishes (Actinopterygii),6.55,NA,NA,10.55,NA,Schmitz et al. 2013,,,Mora_moro,
Morone chrysops,,Fishes (Actinopterygii),183.5666667,NA,NA,11,NA,Schmitz et al. 2013,,,Morone_chrysops,
Muraenolepis microps,,Fishes (Actinopterygii),12.1,NA,NA,4.3,NA,Schmitz et al. 2013,,,NA,Muraenolepis_marmoratus
Nandus nandus,,Fishes (Actinopterygii),12.03333333,NA,NA,5.933333333,NA,Schmitz et al. 2013,,,Nandus_nandus,
Nematistius pectoralis,,Fishes (Actinopterygii),145.2,NA,NA,12.5,NA,Schmitz et al. 2013,,,Nematistius_pectoralis,
Nemipterus hexodon,,Fishes (Actinopterygii),26.23333333,NA,NA,10.4,NA,Schmitz et al. 2013,,,NA,
Neoodax balteatus,,Fishes (Actinopterygii),29.76666667,NA,NA,7.133333333,NA,Schmitz et al. 2013,,,Neoodax_balteatus,
Normanichthys crockeri,,Fishes (Actinopterygii),2.833333333,NA,NA,5.65,NA,Schmitz et al. 2013,,,NA,
Odontesthes hatcheri,,Fishes (Actinopterygii),15.96666667,NA,NA,6.9,NA,Schmitz et al. 2013,,,NA,Odontesthes_smitti
Odontobutis obscura,,Fishes (Actinopterygii),53.93333333,NA,NA,4.366666667,NA,Schmitz et al. 2013,,,NA,Odontobutis_potamophila
Odontopyxis trispinosa,,Fishes (Actinopterygii),2.066666667,NA,NA,4.45,NA,Schmitz et al. 2013,,,NA,
Oneirodes acanthias,,Fishes (Actinopterygii),102.8,NA,NA,3.6,NA,Schmitz et al. 2013,,,NA,Oneirodes_macrosteus
Ophiodon elongatus,,Fishes (Actinopterygii),26.8,NA,NA,8.166666667,NA,Schmitz et al. 2013,,,NA,
Opistognathus punctatus,,Fishes (Actinopterygii),84.3,NA,NA,16.2,NA,Schmitz et al. 2013,,,NA,Opistognathus_maxillosus
Oplegnathus fasciatus,,Fishes (Actinopterygii),57.2,NA,NA,7.433333333,NA,Schmitz et al. 2013,,,Oplegnathus_fasciatus,
Oreochromis mossambicus,,Fishes (Actinopterygii),3.266666667,NA,NA,4.6,NA,Schmitz et al. 2013,,,NA,Orthochromis_stormsi
Oreosoma  atlanticum,,Fishes (Actinopterygii),37.6,NA,NA,13.2,NA,Schmitz et al. 2013,,,NA,
Oryzias celebensis,,Fishes (Actinopterygii),0.3,NA,NA,3,NA,Schmitz et al. 2013,,,Oryzias_celebensis,
Ostracoberyx dorygenys,,Fishes (Actinopterygii),30.2,NA,NA,15.9,NA,Schmitz et al. 2013,,,Ostracoberyx_dorygenys,
Pampus argenteus,,Fishes (Actinopterygii),53.8,NA,NA,9.85,NA,Schmitz et al. 2013,,,Pampus_argenteus,
Paracirrhites arcatus,,Fishes (Actinopterygii),8.4,NA,NA,5.7,NA,Schmitz et al. 2013,,,Paracirrhites_arcatus,
Parapercis cephalopunctata,,Fishes (Actinopterygii),16.25,NA,NA,7.05,NA,Schmitz et al. 2013,,,NA,Parapercis_punctulata
Parazen pacificus,,Fishes (Actinopterygii),17.76666667,NA,NA,12.76666667,NA,Schmitz et al. 2013,,,NA,
Parophrys vetulus,,Fishes (Actinopterygii),17.16666667,NA,NA,6.633333333,NA,Schmitz et al. 2013,,,Parophrys_vetulus,
Parupeneus sp.,,Fishes (Actinopterygii),24.76666667,NA,NA,7.533333333,NA,Schmitz et al. 2013,,,NA,Parupeneus_trifasciatus
Pataecus fronto,,Fishes (Actinopterygii),47.76666667,NA,NA,6.1,NA,Schmitz et al. 2013,,,NA,
Pegasus volitans,,Fishes (Actinopterygii),3.033333333,NA,NA,4.233333333,NA,Schmitz et al. 2013,,,Pegasus_volitans,
Pempheris  moluca,,Fishes (Actinopterygii),27.9,NA,NA,12,NA,Schmitz et al. 2013,,,NA,Pempheris_schomburgkii
Perca flavescens,,Fishes (Actinopterygii),5.5,NA,NA,5.116666667,NA,Schmitz et al. 2013,,,Perca_flavescens,
Percichthys melanops,,Fishes (Actinopterygii),12.9,NA,NA,6.266666667,NA,Schmitz et al. 2013,,,NA,Percichthys_trucha
Percilia gillissi,,Fishes (Actinopterygii),3.533333333,NA,NA,4.3,NA,Schmitz et al. 2013,,,NA,Percilia_irwini
Percopsis omiscomaycus,,Fishes (Actinopterygii),6.766666667,NA,NA,5.466666667,NA,Schmitz et al. 2013,,,Percopsis_omiscomaycus,
Peristedion gracile,,Fishes (Actinopterygii),17.36666667,NA,NA,8.766666667,NA,Schmitz et al. 2013,,,Peristedion_gracile,
Phanerodon furcatus,,Fishes (Actinopterygii),12,NA,NA,7.6,NA,Schmitz et al. 2013,,,Phanerodon_furcatus,
Pholis ornata,,Fishes (Actinopterygii),3.466666667,NA,NA,2.3,NA,Schmitz et al. 2013,,,Pholis_ornata,
Plesiops coeruleolineatus,,Fishes (Actinopterygii),2.366666667,NA,NA,4.65,NA,Schmitz et al. 2013,,,Plesiops_coeruleolineatus,
Polydactylus octonemus,,Fishes (Actinopterygii),20.85,NA,NA,7.425,NA,Schmitz et al. 2013,,,Polydactylus_octonemus,
Polymixia lowei,,Fishes (Actinopterygii),27.03333333,NA,NA,11.28333333,NA,Schmitz et al. 2013,,,Polymixia_lowei,
Pomacanthus paru,,Fishes (Actinopterygii),80.4,NA,NA,10,NA,Schmitz et al. 2013,,,Pomacanthus_paru,
Pomatomus saltatrix,,Fishes (Actinopterygii),58.8,NA,NA,9.033333333,NA,Schmitz et al. 2013,,,Pomatomus_saltatrix,
Porichthys notatus,,Fishes (Actinopterygii),1.966666667,NA,NA,2.6,NA,Schmitz et al. 2013,,,Porichthys_notatus,
Poromitra crassiceps,,Fishes (Actinopterygii),10.35,NA,NA,4.5,NA,Schmitz et al. 2013,,,Poromitra_crassiceps,
Prionodraco evansii,,Fishes (Actinopterygii),12,NA,NA,11.5,NA,Schmitz et al. 2013,,,Prionodraco_evansii,
Prionotus stearnsi,,Fishes (Actinopterygii),6.833333333,NA,NA,5.433333333,NA,Schmitz et al. 2013,,,NA,Prionotus_carolinus
Prionurus punctatus,,Fishes (Actinopterygii),176.8,NA,NA,11.5,NA,Schmitz et al. 2013,,,Prionurus_punctatus,
Profundulus punctatus,,Fishes (Actinopterygii),5.966666667,NA,NA,4.1,NA,Schmitz et al. 2013,,,NA,
Psettodes sp.,,Fishes (Actinopterygii),54.53333333,NA,NA,6.666666667,NA,Schmitz et al. 2013,,,NA,Psettodes_erumei
Ptereleotris evides,,Fishes (Actinopterygii),5.3,NA,NA,5.1,NA,Schmitz et al. 2013,,,Ptereleotris_evides,
Rachycentron canadum,,Fishes (Actinopterygii),30.26666667,NA,NA,6.633333333,NA,Schmitz et al. 2013,,,Rachycentron_canadum,
Remora sp.,,Fishes (Actinopterygii),20.1,NA,NA,5.275,NA,Schmitz et al. 2013,,,NA,Remora_australis
Rhamphocottus richardsonii,,Fishes (Actinopterygii),8.666666667,NA,NA,5.833333333,NA,Schmitz et al. 2013,,,NA,
Rhyacichthys aspro,,Fishes (Actinopterygii),84.33333333,NA,NA,4.9,NA,Schmitz et al. 2013,,,Rhyacichthys_aspro,
Rivulus brunneus,,Fishes (Actinopterygii),2.1,NA,NA,3.5,NA,Schmitz et al. 2013,,,NA,
Rondeletia bicolor,,Fishes (Actinopterygii),22.6,NA,NA,7,NA,Schmitz et al. 2013,,,Rondeletia_bicolor_Goode_&_Bean,
Ronquilus jordani,,Fishes (Actinopterygii),22.7,NA,NA,9.3,NA,Schmitz et al. 2013,,,NA,
Samariscus japonicus,,Fishes (Actinopterygii),10.55,NA,NA,5.9,NA,Schmitz et al. 2013,,,Samariscus_japonicus,
Sargocentron vexillarium,,Fishes (Actinopterygii),43.53333333,NA,NA,12.95,NA,Schmitz et al. 2013,,,Sargocentron_vexillarium,
Scaridae indet.,,Fishes (Actinopterygii),106.6333333,NA,NA,8.233333333,NA,Schmitz et al. 2013,,,NA,
Scatophagus argus,,Fishes (Actinopterygii),69.65,NA,NA,8.95,NA,Schmitz et al. 2013,,,Scatophagus_argus,
Scombrolabrax heterolepis,,Fishes (Actinopterygii),35.5,NA,NA,14.1,NA,Schmitz et al. 2013,,,Scombrolabrax_heterolepis,
Scophthalmus aquosus,,Fishes (Actinopterygii),1.566666667,NA,NA,3.466666667,NA,Schmitz et al. 2013,,,Scophthalmus_aquosus,
Scorpaena plumieri,,Fishes (Actinopterygii),395.3,NA,NA,16.85,NA,Schmitz et al. 2013,,,NA,Scorpaena_agassizii
Scytalina cerdale,,Fishes (Actinopterygii),1.8,NA,NA,0.966666667,NA,Schmitz et al. 2013,,,NA,
Siganus punctatus,,Fishes (Actinopterygii),40.4,NA,NA,9.4,NA,Schmitz et al. 2013,,,Siganus_punctatus,
Sillago sihama,,Fishes (Actinopterygii),18.6,NA,NA,7.733333333,NA,Schmitz et al. 2013,,,Sillago_sihama,
Solea orata,,Fishes (Actinopterygii),12.2,NA,NA,3.633333333,NA,Schmitz et al. 2013,,,NA,Solea_solea
Solenostomus paradoxus,,Fishes (Actinopterygii),2.9,NA,NA,3.1,NA,Schmitz et al. 2013,,,NA,Solenostomus_cyanopterus
Sphyraenidae indet.,,Fishes (Actinopterygii),71.7,NA,NA,10.56666667,NA,Schmitz et al. 2013,,,NA,
Spicara nigricauda,,Fishes (Actinopterygii),26.16666667,NA,NA,8.233333333,NA,Schmitz et al. 2013,,,Spicara_nigricauda,
Stellifer furthi,,Fishes (Actinopterygii),59.63333333,NA,NA,9.4,NA,Schmitz et al. 2013,,,NA,Stellifer_lanceolatus
Stereolepis ischinagi,,Fishes (Actinopterygii),279.6,NA,NA,16.3,NA,Schmitz et al. 2013,,,NA,Stereolepis_gigas
Symphurus atricaudus,,Fishes (Actinopterygii),15.26666667,NA,NA,2.916666667,NA,Schmitz et al. 2013,,,Symphurus_atricaudus,
Symphysanodon berryi,,Fishes (Actinopterygii),16.03333333,NA,NA,11.1,NA,Schmitz et al. 2013,,,NA,Symphysanodon_typus
Syngnathus leptorhynchus,,Fishes (Actinopterygii),2.1,NA,NA,2.6,NA,Schmitz et al. 2013,,,Syngnathus_leptorhynchus,
Terapon jarbua,,Fishes (Actinopterygii),26.86666667,NA,NA,6.716666667,NA,Schmitz et al. 2013,,,Terapon_jarbua,
Tetragonurus cuvieri,,Fishes (Actinopterygii),69.55,NA,NA,9.675,NA,Schmitz et al. 2013,,,Tetragonurus_cuvieri,
Tetrapturus angustirostris,,Fishes (Actinopterygii),22.55,NA,NA,8.3,NA,Schmitz et al. 2013,,,Tetrapturus_angustirostris,
Toxotidae indet.,,Fishes (Actinopterygii),77.83333333,NA,NA,12.5,NA,Schmitz et al. 2013,,,NA,
Trachinotus falcatus,,Fishes (Actinopterygii),50.66666667,NA,NA,10.53333333,NA,Schmitz et al. 2013,,,Trachinotus_falcatus,
Trachinus armatus,,Fishes (Actinopterygii),29.16666667,NA,NA,8.333333333,NA,Schmitz et al. 2013,,,NA,Trachinus_draco
Trachipterus sp.,,Fishes (Actinopterygii),8.2,NA,NA,8.2,NA,Schmitz et al. 2013,,,NA,Trachipterus_trachypterus
Triacanthodes anomalus,,Fishes (Actinopterygii),10.4,NA,NA,10.15,NA,Schmitz et al. 2013,,,Triacanthodes_anomalus,
Triacanthus biaculeatus,,Fishes (Actinopterygii),108.0666667,NA,NA,12.13333333,NA,Schmitz et al. 2013,,,Triacanthus_biaculeatus,
Trichodon trichodon,,Fishes (Actinopterygii),32.4,NA,NA,7.4,NA,Schmitz et al. 2013,,,Trichodon_trichodon,
Trichonotus setiger,,Fishes (Actinopterygii),1.233333333,NA,NA,2.783333333,NA,Schmitz et al. 2013,,,NA,
Trichopsetta ventralis,,Fishes (Actinopterygii),12.03333333,NA,NA,8,NA,Schmitz et al. 2013,,,Trichopsetta_ventralis,
Trinectes maculatus,,Fishes (Actinopterygii),26.9,NA,NA,3.766666667,NA,Schmitz et al. 2013,,,Trinectes_maculatus,
Urophycis floridana,,Fishes (Actinopterygii),2,NA,NA,3.45,NA,Schmitz et al. 2013,,,NA,Urophycis_tenuis
Valencia hispanica,,Fishes (Actinopterygii),8.8,NA,NA,5.25,NA,Schmitz et al. 2013,,,NA,
Xiphister mucosus,,Fishes (Actinopterygii),4.466666667,NA,NA,2.183333333,NA,Schmitz et al. 2013,,,NA,
Zanclus cornutus,,Fishes (Actinopterygii),26.23333333,NA,NA,9.616666667,NA,Schmitz et al. 2013,,,Zanclus_cornutus,
Zaprora silenus,,Fishes (Actinopterygii),59.3,NA,NA,9.1,NA,Schmitz et al. 2013,,,Zaprora_silenus,
Zenion leptolepis,,Fishes (Actinopterygii),23.05,NA,NA,15.3,NA,Schmitz et al. 2013,,,NA,
Zenopsis nebulosa,,Fishes (Actinopterygii),15.53333333,NA,NA,7.333333333,NA,Schmitz et al. 2013,,,NA,Zenopsis_conchifer
